Guest_ID,Lead_Time_Days,Avg_Daily_Rate_USD,Length_Of_Stay_Days
G_3000,66.0,146.0,6.6
G_3697,75.5,132.5,6.1
G_1637,1.6,211.5,3.0
G_3458,71.4,131.0,8.2
G_3582,70.0,101.8,7.7
G_1292,6.7,157.8,2.2
G_4660,6.2,76.9,3.3
G_5617,5.7,71.1,2.7
G_1854,4.4,192.3,1.5
G_5233,5.8,73.0,1.6
G_3764,69.1,136.5,7.1
G_3305,66.8,149.9,5.5
G_5897,7.4,97.4,3.1
G_5728,5.8,51.0,3.1
G_3744,69.0,133.8,6.8
G_3446,82.5,95.2,7.9
G_1999,2.8,261.1,2.2
G_664,2.2,196.3,1.8
G_4780,4.8,70.1,2.4
G_5354,6.9,72.8,2.3
G_3749,70.9,116.4,7.4
G_4414,6.2,69.8,1.1
G_4745,5.6,79.7,1.4
G_5531,6.3,88.6,2.9
G_5576,4.7,80.7,1.9
G_710,5.5,259.1,2.0
G_1283,4.1,166.2,2.5
G_5069,3.0,71.3,1.8
G_2676,71.7,148.0,6.2
G_4030,6.9,89.9,3.7
G_1307,3.0,233.3,1.9
G_5497,2.1,94.4,2.0
G_5505,6.4,64.3,2.1
G_2238,60.8,110.3,6.7
G_3303,53.1,140.7,5.9
G_5593,1.9,68.3,2.7
G_2039,72.3,128.3,7.9
G_1530,1.3,193.7,1.9
G_1664,2.1,227.8,1.3
G_5451,6.6,93.4,2.5
G_5922,5.6,69.5,2.5
G_5944,4.0,90.7,3.6
G_3628,67.4,178.0,6.1
G_5740,1.3,50.0,1.8
G_5148,6.8,76.6,2.1
G_4892,4.1,57.0,3.0
G_2694,67.0,127.6,6.9
G_3061,83.0,128.0,5.2
G_1598,6.1,245.2,1.9
G_2730,86.8,125.3,5.3
G_2626,30.0,134.2,6.6
G_3158,48.4,141.5,6.7
G_3315,43.2,127.4,6.8
G_1723,4.1,179.0,1.6
G_5280,5.0,77.4,2.3
G_1060,2.4,210.1,1.8
G_4637,7.1,81.3,4.1
G_3243,47.2,129.7,6.5
G_1679,4.5,249.8,2.2
G_1758,4.4,271.1,1.8
G_4192,7.1,76.9,1.3
G_5117,8.5,71.5,1.9
G_564,2.5,226.4,2.1
G_2791,58.7,87.7,6.6
G_864,5.7,237.0,1.3
G_1485,3.3,194.7,1.0
G_5135,4.7,78.6,2.5
G_207,3.8,257.1,2.2
G_4489,5.0,65.3,3.4
G_871,2.7,204.1,3.5
G_4494,2.1,81.5,2.2
G_503,1.0,211.7,1.2
G_1029,3.9,207.3,2.6
G_3841,59.1,107.9,7.9
G_2691,67.1,140.2,6.2
G_5582,3.1,77.7,2.8
G_5057,4.3,70.8,3.1
G_1571,4.2,212.6,2.0
G_2774,42.5,143.1,9.0
G_2732,46.7,127.4,7.5
G_805,2.3,217.6,1.9
G_5848,7.9,90.7,1.9
G_3646,51.7,124.1,8.1
G_2455,37.4,108.0,5.5
G_4599,6.6,58.8,2.4
G_3105,69.5,110.2,8.0
G_4876,2.4,71.4,2.3
G_201,3.5,265.1,2.1
G_3100,38.9,120.0,6.7
G_2279,41.9,112.7,7.2
G_3562,43.1,113.9,5.3
G_4475,5.7,66.4,1.7
G_4515,4.7,73.4,2.5
G_5795,3.4,72.0,4.2
G_392,3.7,196.8,2.4
G_5619,1.3,100.0,3.0
G_5259,6.0,63.5,3.0
G_1496,6.0,268.4,1.4
G_2696,43.8,148.1,5.4
G_2028,37.4,131.2,6.6
G_5249,7.6,73.3,1.7
G_5464,2.8,80.9,1.8
G_2569,63.3,138.9,6.3
G_065,4.2,226.6,1.5
G_3885,62.1,140.9,7.1
G_2063,54.5,99.9,8.3
G_5277,4.4,61.9,3.0
G_493,3.1,207.7,1.7
G_380,1.8,226.5,1.6
G_4860,2.2,74.8,3.0
G_3994,73.6,100.0,5.6
G_4888,5.0,63.8,2.5
G_1077,1.0,239.4,2.0
G_879,3.0,227.3,1.7
G_338,2.5,221.2,2.3
G_1017,2.0,182.0,1.0
G_1276,3.2,253.9,2.4
G_3799,62.2,127.7,9.6
G_4552,1.8,76.4,1.7
G_3343,72.8,157.9,6.3
G_4912,3.6,56.1,1.8
G_996,2.6,221.9,2.0
G_1982,1.0,261.0,2.8
G_4298,3.7,66.2,1.9
G_162,4.2,226.2,2.2
G_5676,6.7,69.6,2.0
G_4799,0.5,57.6,3.1
G_1501,4.2,249.5,2.4
G_3844,54.1,105.0,6.2
G_5226,11.9,74.2,3.2
G_2614,92.9,126.7,6.0
G_3462,59.5,129.2,7.7
G_1022,2.1,208.4,1.6
G_3074,77.7,159.8,7.1
G_3944,66.7,166.6,7.7
G_1586,4.0,187.7,1.6
G_1956,5.1,204.7,2.4
G_3153,46.8,149.9,5.2
G_035,4.2,246.5,1.6
G_4015,5.0,71.6,3.5
G_776,1.0,212.9,2.4
G_2557,58.4,123.0,7.4
G_1479,1.7,248.8,1.8
G_5487,6.1,59.6,2.2
G_1364,1.5,186.1,1.5
G_2613,41.6,134.4,9.1
G_2825,71.2,147.7,5.3
G_2042,78.3,126.3,6.7
G_242,2.8,234.6,2.4
G_2062,70.8,133.0,7.4
G_2364,70.2,121.3,5.1
G_601,4.1,173.1,1.9
G_2436,55.1,133.0,7.3
G_5394,3.0,71.5,2.0
G_2889,50.5,128.6,9.0
G_647,1.0,210.7,1.3
G_3891,62.5,155.0,6.5
G_3557,79.7,100.6,7.6
G_3203,72.2,120.2,6.0
G_1529,2.3,174.2,1.9
G_1268,1.6,210.5,1.7
G_1900,2.6,229.5,2.5
G_4659,5.9,79.5,1.3
G_3006,71.7,106.9,6.7
G_2735,69.2,98.6,5.5
G_190,1.0,234.7,2.0
G_1807,3.4,220.9,1.0
G_976,1.0,222.6,1.3
G_2748,67.8,124.6,5.6
G_2048,83.0,115.9,7.3
G_2559,70.3,128.1,6.8
G_1083,2.5,170.8,2.0
G_475,5.5,227.6,2.4
G_2905,54.5,121.5,6.9
G_4844,4.6,79.7,2.6
G_4118,6.0,91.0,2.1
G_3386,64.7,137.3,6.8
G_4556,2.0,61.6,2.8
G_1185,1.5,200.5,2.5
G_5052,8.2,84.3,1.5
G_5312,6.8,73.0,4.3
G_2434,39.9,144.8,6.9
G_5612,3.4,75.0,1.9
G_2392,59.9,127.7,8.8
G_770,5.7,215.1,2.4
G_1686,4.8,198.7,1.3
G_131,1.0,231.0,1.9
G_2920,59.5,146.5,6.6
G_3172,56.3,130.9,7.5
G_3445,33.3,158.7,4.9
G_5579,1.3,76.1,1.6
G_4427,3.6,70.6,2.2
G_5335,7.0,54.3,1.5
G_467,3.9,200.9,2.4
G_5735,7.0,90.7,2.8
G_3093,38.1,106.9,6.9
G_3773,55.6,101.5,7.9
G_5192,3.5,53.2,2.7
G_5227,5.2,80.4,1.3
G_5391,5.7,68.7,1.7
G_861,3.3,206.7,1.8
